Latitude,Longitude,CommonName,Diameter
42.37417055066395,-71.11356606474754,,0.0
42.37105958950985,-71.07959833985068,Callery pear,6.7
42.38488162247028,-71.13078925479482,Norway maple,13.5
42.3960753617603,-71.14316821229016,Littleleaf linden,20.7
42.376143591642645,-71.14111686841183,Honeylocust,19.4
42.37537469412538,-71.13438971371876,Red maple,11.0
42.371251890828844,-71.1021658756075,Littleleaf linden,10.6
42.36683825071195,-71.09753035858702,American hornbeam,9.6
42.383347563761454,-71.11371714984536,Honeylocust,27.2
42.35949768295002,-71.1107462118536,Red maple,10.2
42.38395811149711,-71.12273244923368,Amur cork tree,15.0
42.36709505934467,-71.09370376586374,White ash,21.0
42.362032579302266,-71.10111940000925,Callery pear,7.2
42.377522655674255,-71.1458230029509,Chinese elm,11.0
42.38091916752463,-71.11453225840367,Littleleaf linden,15.2
42.39326123201019,-71.12576998601622,Elm genus,2.6
42.398952407499316,-71.13604186100522,Ginkgo,4.5
42.37249487884783,-71.12267503479386,Callery pear,8.0
42.360612270878235,-71.10223299569087,Littleleaf linden,8.3
42.35888422663792,-71.11142113861384,Honeylocust,10.2
42.37719356133705,-71.12091122450892,Norway maple,23.3
42.36830214161676,-71.08568396024272,Pin oak,37.0
42.362079036446445,-71.11018417297042,Honeylocust,15.3
42.374624576278116,-71.1199435137964,River birch,19.5
42.36974301649999,-71.08191154912605,Pin oak,9.7
42.386507942200616,-71.12714407923029,Green ash,17.0
42.3693232359046,-71.08273369055875,Callery pear,5.7
42.385972997238525,-71.12311745531044,Pin oak,37.7
42.36664602080757,-71.09812207765872,Japanese tree lilac,18.8
42.36968102175993,-71.09321879475063,London planetree,15.3
42.36604265738667,-71.13954600896302,Honeylocust,28.5
42.36888232224756,-71.13957715555995,Honeylocust,23.0
42.368919635777196,-71.08579864079535,Red pine,15.9
42.37017489589163,-71.09432943896626,Honeylocust,19.2
42.397834209389494,-71.1302231201152,Green ash,19.0
42.368486539032126,-71.1379153027471,Pin oak,2.5
42.39720675940778,-71.1298539042276,Pin oak,7.4
42.36868658423662,-71.09923668845225,Sweetgum,12.6
42.37263152695877,-71.12344890966234,Honeylocust,1.0
42.36926134403179,-71.09963528008959,American linden,10.9
42.37382828381899,-71.10365689809329,Honeylocust,13.6
42.364264353523446,-71.11247414407377,Austrian pine,16.3
42.38388734273898,-71.14116117094702,Hedge maple,3.2
42.396472293545635,-71.13327941615074,Honeylocust,15.6
42.378388201221654,-71.142731989038,Silver linden,3.6
42.397143304429235,-71.1301268788036,American elm,3.3
42.38138381570128,-71.13342276675536,Japanese zelkova,6.8
42.3833072325229,-71.11740433037906,Norway maple,11.5
42.36154872687428,-71.11120574351982,Pin oak,21.7
42.369040607586655,-71.08056079364736,Littleleaf linden,14.6
42.372303109322154,-71.12054183164572,Silver maple,19.7
42.37016349045061,-71.10531850292625,Littleleaf linden,3.5
42.37478488841795,-71.12621921809345,Chinese elm,8.4
42.393386810256324,-71.13043785618908,London planetree,3.2
42.38260743169365,-71.11574743360588,American linden,27.0
42.36841113522244,-71.10221618172683,Honeylocust,17.5
42.359044184167004,-71.11125081799683,Honeylocust,8.8
42.37857987544606,-71.14272022628205,Honeylocust,14.4
42.36941015820187,-71.10857612523847,American elm,24.3
42.38682339977005,-71.11844128663708,London planetree,3.9
42.385248447810035,-71.13169297074549,Japanese zelkova,20.0
42.38931936359401,-71.12253495133922,Callery pear,13.2
42.36733288486505,-71.10867644778622,Japanese zelkova,7.6
42.37541841119806,-71.15298453871586,Sugar maple,17.2
42.36979299388817,-71.09012795121438,Callery pear,25.9
42.378096365548146,-71.15031142865884,Pin oak,40.2
42.356219743550824,-71.10514906003648,Japanese zelkova,3.0
42.38097653507571,-71.13407262318654,Serviceberry genus,2.8
42.39962694594339,-71.13111795980716,,0.0
42.36935359031407,-71.07748474717273,Japanese zelkova,15.0
42.37418658789896,-71.10386750562711,Green ash,12.0
42.366591762035256,-71.10549601500345,Littleleaf linden,6.6
42.388330920860604,-71.14339863270955,Pin oak,16.0
42.37402140622444,-71.12221780298638,Honeylocust,14.5
42.39380816127122,-71.13617306323327,Silver maple,7.6
42.36959159810132,-71.13929320421681,Norway spruce,21.0
42.36520915183332,-71.07617541556284,Apple genus,7.9
42.37525171628553,-71.12555965867094,Callery pear,10.0
42.36955056208554,-71.13954318817129,Austrian pine,15.9
42.392175617607485,-71.15645153025602,Japanese zelkova,16.9
42.37907826456084,-71.14589726595433,Callery pear,13.1
42.37583474349978,-71.13672302581104,Norway maple,21.2
42.386826406640665,-71.12739808097663,Honeylocust,11.0
42.3761984523143,-71.14363499983536,Norway maple,13.0
42.3894082030704,-71.12816524546434,Japanese zelkova,8.2
42.40075027045122,-71.13260430907803,Red maple,12.6
42.3762651295189,-71.13139794575096,Green ash,25.0
42.36925801142378,-71.1401111845136,American linden,30.0
42.38309575177067,-71.1222045163014,Callery pear,14.0
42.357131314555325,-71.1108722468666,Honeylocust,14.3
42.3708797413053,-71.08396893329493,Swamp white oak,19.6
42.370954744241295,-71.0904488681709,Littleleaf linden,25.2
42.385345750384886,-71.14115187102887,Northern Red Oak,6.0
42.37275947944353,-71.10993260179487,Tuliptree,21.3
42.36570189639721,-71.09853767260579,Honeylocust,15.3
42.37286872221354,-71.08969230283023,Apple genus,16.4
42.367302641198705,-71.1396470658078,White ash,15.0
42.385816413654666,-71.13842218537539,Pin oak,9.1
42.36813460503029,-71.14160186969843,Kousa dogwood,9.5
42.39570327658836,-71.13302753789995,Honeylocust,12.4
42.370361000308144,-71.13450485239228,sycamore,7.0
42.35769933048975,-71.11075924056243,Ginkgo,12.7
42.379728936239594,-71.12458480554169,Honeylocust,19.0
42.39596975257423,-71.14280863173889,American elm,4.1
42.38573105032214,-71.13530479358795,Littleleaf linden,32.1
42.373388223166856,-71.083694298145,Red pine,16.2
42.36525995037112,-71.09877364067779,Red maple,2.5
42.367955189034944,-71.09721144703092,Japanese pagoda tree,19.0
42.39109927070721,-71.12352903863591,Callery pear,8.2
42.37779876748764,-71.15065355605316,Japanese zelkova,19.4
42.370157167398,-71.113693530129,Ginkgo,8.0
42.377037242161705,-71.11191197241646,Common hackberry,2.3
42.36155247207705,-71.10296125593068,Callery pear,12.9
42.367416140202785,-71.09907458648073,Pin oak,9.7
42.36706456477561,-71.09512565598956,Honeylocust,8.8
42.38416557720526,-71.12202539157057,Red maple,12.3
42.38005975833699,-71.14403330838975,Japanese pagoda tree,19.8
42.38011264652641,-71.12775199601307,Honeylocust,14.6
42.36204984269006,-71.10415679919271,Yellowwood,10.6
42.37244696130442,-71.08439075583367,Red pine,17.3
42.36190477078592,-71.10241307540818,Red maple,10.6
42.36728287641323,-71.09663411324635,Pin oak,10.5
42.35963780735385,-71.11204418917622,Sweetgum,3.8
42.37850806302846,-71.12854465059682,Norway maple,19.1
42.37598246728096,-71.1431496877897,Callery pear,11.2
42.37561269070492,-71.10855999753555,Honeylocust,13.1
42.37421102864958,-71.11899508387076,Honeylocust,11.4
42.36415203439875,-71.10466290634142,Sargent's cherry,14.0
42.39679678148578,-71.13214451268207,Norway maple,13.3
42.379235351862896,-71.15061269639952,Pin oak,19.8
42.38333935636718,-71.11831990176499,Northern red oak,10.6
42.368444706121764,-71.09452643011718,Callery pear,23.6
42.37250116502135,-71.10770720693894,Norway maple,26.2
42.400352725730365,-71.13136891636115,Eastern redbud,4.2
42.38129923696094,-71.13841550291583,Littleleaf linden,13.2
42.399600311236476,-71.13963735359171,Pin oak,5.0
42.368191788122914,-71.08477688290624,Japanese cherry,7.5
42.39563475242296,-71.1342846616835,Japanese tree lilac,2.8
42.36481208334491,-71.10490144749548,Northern red oak,11.6
42.37998745290966,-71.14208141856139,Northern red oak,16.4
42.36180903187956,-71.10831494022362,Littleleaf linden,16.3
42.37979836112467,-71.1396886843339,Japanese zelkova,13.0
42.361506868893414,-71.10616841478296,Pin oak,31.2
42.38446462865065,-71.11741605680493,Littleleaf linden,7.8
42.3613702648153,-71.10372552165036,Honeylocust,16.4
42.37099419493395,-71.07665143837254,,0.0
42.37503319630377,-71.14846136419617,Honeylocust,6.1
42.38596308961892,-71.12978744816145,Norway maple,17.8
42.3575627065994,-71.10826923238477,Red maple,12.5
42.37290635508191,-71.12110164412832,Honeylocust,13.4
42.400098166216466,-71.12952405684808,Japanese zelkova,17.3
42.35513798369129,-71.10736756218361,London planetree,15.5
42.36486139691027,-71.11592785687913,Pin oak,12.0
42.36426163848957,-71.11570432908495,Pin oak,4.6
42.370643946646595,-71.10125820953843,Littleleaf linden,15.1
42.39975788911948,-71.13839969688581,Red Maple,15.0
42.37210131545353,-71.10255909832895,Tuliptree,14.4
42.365057635951544,-71.11388673649277,Honeylocust,8.1
42.38438287150145,-71.11747632243959,Serviceberry genus,9.5
42.3726629060513,-71.1381339746871,Red maple,22.6
42.38022185691714,-71.13601188440512,Japanese cherry,3.8
42.39696736783164,-71.136296021421,Red maple,9.1
42.366185545227474,-71.1401431712946,Honeylocust,30.9
42.370539860580145,-71.11476723407836,Japanese zelkova,5.9
42.354800683003795,-71.11084947662694,Sugar maple,12.6
42.38027010487076,-71.14218105747412,Pin oak,6.7
42.37384502873145,-71.11227826357364,Chinese elm,9.4
42.36874037834473,-71.1400964414216,Norway maple,21.3
42.36525787609661,-71.0766461256555,Callery pear,20.2
42.35855952687598,-71.11544251438808,Zelkova,10.0
42.358071197447984,-71.10760896500857,Japanese Pagoda Tree,21.1
42.36842290830707,-71.08114095021068,Amur cork tree,19.0
42.37181952768532,-71.09797676964344,Callery pear,19.4
42.402767605813295,-71.13427015991391,Pin oak,38.0
42.386321141679495,-71.12113929896775,,13.0
42.35800677817359,-71.10813303027773,Ash genus,24.0
42.39165880971664,-71.12922536261492,Norway maple,12.2
42.39284711416113,-71.12531494546484,Honeylocust,13.9
42.3998676731806,-71.13387356408019,Hedge maple,4.4
42.37362491816373,-71.08910019752501,Norway maple,20.0
42.37734405123411,-71.11101533035429,Japanese pagoda tree,15.1
42.3640364389934,-71.11144377060586,Callery pear,16.5
